"id","destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","Age_Group","Time_of_Day","Coupon_Status"
"C52831","Work","Alone","Sunny",55,"7AM","Bar","1d","Female","26","Married partner",1,"Some college - no degree","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never",1,1,1,0,1,"0","50 Below","Morning",NA
"C52931","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(20-50)","2h","Female","26","Married partner",0,"Associates degree","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"C53127","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Female","31","Unmarried partner",0,"Some High School","Computer & Mathematical","$12500 - $24999","","1~3","1~3","4~8","1~3","less1",1,1,0,1,0,"0","50 Below","Morning",NA
"C54936","Work","Alone","Sunny",80,"7AM","Coffee House","1d","Female","21","Unmarried partner",0,"Bachelors degree","Sales & Related","$25000 - $37499","","1~3","4~8","4~8","1~3","1~3",1,1,0,1,0,"1","50 Below","Morning",NA
"C55137","No Urgent Place","Partner","Snowy",30,"10AM","Restaurant(<20)","1d","Female","31","Married partner",0,"Some college - no degree","Computer & Mathematical","$100000 or More","","less1","less1","gt8","4~8","less1",1,0,0,0,1,"1","50 Below","Morning",NA
"C55492","No Urgent Place","Kid(s)","Sunny",80,"10AM","Restaurant(<20)","1d","Female","31","Married partner",1,"Some college - no degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","1~3","4~8","4~8","never",1,1,0,0,1,"1","50 Below","Morning",NA
"C56714","Work","Alone","Snowy",30,"7AM","Bar","1d","Female","50plus","Married partner",1,"Bachelors degree","Unemployed","$37500 - $49999","","never","less1","1~3","1~3","1~3",1,1,1,0,1,"0","50 Above","Morning",NA
"C57329","No Urgent Place","Friend(s)","Sunny",55,"10PM","Bar","2h","Male","50plus","Married partner",1,"Some college - no degree","Business & Financial","$100000 or More","","less1","1~3","4~8","1~3","1~3",1,1,0,0,1,"1","50 Above","Night",NA
"C57437","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Female","50plus","Unmarried partner",1,"Some college - no degree","Retired","$37500 - $49999","","never","1~3","less1","1~3","1~3",1,1,0,0,1,"1","50 Above","Afternoon",NA
"C57607","Home","Alone","Sunny",80,"10PM","Restaurant(<20)","2h","Female","50plus","Divorced",1,"Graduate degree (Masters or Doctorate)","Community & Social Services","$25000 - $37499","","never","1~3","less1","4~8","less1",1,0,0,1,0,"0","50 Above","Night",NA
"C58344","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$75000 - $87499","","1~3","never","1~3","1~3","less1",1,1,1,0,1,"0","50 Below","Evening",NA
"C58724","No Urgent Place","Alone","Sunny",80,"10AM","Coffee House","2h","Female","50plus","Married partner",1,"Bachelors degree","Unemployed","$87500 - $99999","","never","4~8","1~3","4~8","1~3",1,1,0,0,1,"1","50 Above","Morning",NA
"C58934","No Urgent Place","Partner","Sunny",80,"10AM","Restaurant(20-50)","2h","Male","36","Married partner",0,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$100000 or More","","never","never","1~3","1~3","less1",1,0,0,0,1,"0","50 Below","Morning",NA
"C59648","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","1d","Female","50plus","Married partner",1,"Bachelors degree","Education&Training&Library","$12500 - $24999","","less1","4~8","4~8","gt8","less1",1,0,0,0,1,"1","50 Above","Evening",NA
"C59701","Home","Alone","Sunny",80,"10PM","Restaurant(<20)","2h","Female","50plus","Single",0,"Bachelors degree","Retired","$37500 - $49999","","never","never","less1","4~8","less1",1,0,0,1,0,"0","50 Above","Night",NA
"C60805","Work","Alone","Rainy",55,"7AM","Bar","1d","Male","50plus","Married partner",1,"Some college - no degree","Office & Administrative Support","$62500 - $74999","","1~3","never","1~3","1~3","less1",1,1,1,0,1,"1","50 Above","Morning",NA
"C60980","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Female","41","Single",1,"Some college - no degree","Business & Financial","$12500 - $24999","","never","less1","less1","less1","never",1,1,0,0,1,"1","50 Below","Morning",NA
"C61036","Work","Alone","Snowy",30,"7AM","Coffee House","1d","Female","21","Unmarried partner",0,"Some college - no degree","Office & Administrative Support","$25000 - $37499","","never","never","1~3","never","never",1,0,0,1,0,"1","50 Below","Morning",NA
"C61226","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Female","31","Married partner",1,"Some college - no degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","1~3","4~8","4~8","never",1,1,1,0,1,"1","50 Below","Morning",NA
"C61767","No Urgent Place","Alone","Sunny",80,"2PM","Restaurant(<20)","2h","Male","21","Single",0,"Bachelors degree","Student","$100000 or More","","1~3","4~8","1~3","4~8","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"C62078","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Female","31","Married partner",0,"Some college - no degree","Computer & Mathematical","$100000 or More","","less1","less1","gt8","4~8","1~3",1,1,0,1,0,"0","50 Below","Morning",NA
"C62664","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","21","Single",0,"Associates degree","Student","$12500 - $24999","","1~3","less1","1~3","less1","1~3",1,0,0,0,1,"1","50 Below","Evening",NA
"C62803","No Urgent Place","Partner","Sunny",80,"2PM","Restaurant(20-50)","1d","Male","50plus","Married partner",1,"Some college - no degree","Office & Administrative Support","$62500 - $74999","","1~3","never","1~3","1~3","less1",1,0,0,0,1,"0","50 Above","Afternoon",NA
"C62867","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","21","Unmarried partner",0,"Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","1~3","less1","1~3","1~3","never",1,0,0,1,0,"0","50 Below","Morning",NA
"C63245","Home","Alone","Sunny",80,"6PM","Bar","2h","Male","26","Unmarried partner",0,"Bachelors degree","Sales & Related","$75000 - $87499","","never","never","1~3","4~8","1~3",1,0,0,1,0,"0","50 Below","Evening",NA
"C63273","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","2h","Male","26","Unmarried partner",0,"Bachelors degree","Community & Social Services","$12500 - $24999","","never","Unknown","less1","less1","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"C63438","No Urgent Place","Alone","Sunny",80,"10AM","Coffee House","1d","Male","41","Single",0,"Some college - no degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","never","never","1~3","1~3","never",1,0,0,0,1,"0","50 Below","Morning",NA
"C63597","Home","Alone","Snowy",30,"6PM","Coffee House","1d","Male","50plus","Widowed",0,"Some college - no degree","Installation Maintenance & Repair","Less than $12500","","never","never","1~3","less1","less1",1,1,0,0,1,"0","50 Above","Evening",NA
"C63816","No Urgent Place","Friend(s)","Sunny",80,"10AM","Bar","1d","Male","21","Single",0,"Some college - no degree","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1",1,0,0,0,1,"0","50 Below","Morning",NA
"C64133","Home","Alone","Snowy",30,"6PM","Coffee House","1d","Male","41","Married partner",1,"Associates degree","Farming Fishing & Forestry","$25000 - $37499","","never","never","never","1~3","never",1,1,0,0,1,"0","50 Below","Evening",NA
"C64236","Work","Alone","Snowy",30,"7AM","Bar","1d","Female","36","Married partner",0,"Bachelors degree","Unemployed","$100000 or More","","less1","never","1~3","less1","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"C64414","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Female","50plus","Single",1,"Bachelors degree","Food Preparation & Serving Related","$12500 - $24999","","never","1~3","4~8","less1","less1",1,0,0,0,1,"1","50 Above","Night",NA
"C64595","Home","Alone","Rainy",55,"10PM","Coffee House","2h","Female","50plus","Divorced",1,"Some college - no degree","Personal Care & Service","$12500 - $24999","","never","less1","1~3","1~3","less1",1,0,0,1,0,"0","50 Above","Night",NA
"C64928","Home","Alone","Sunny",80,"10PM","Restaurant(<20)","2h","Female","26","Single",0,"Bachelors degree","Unemployed","Less than $12500","","4~8","1~3","gt8","4~8","1~3",1,0,0,1,0,"1","50 Below","Night",NA
"C65235","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Female","below21","Unmarried partner",0,"High School Graduate","Student","Less than $12500","","never","4~8","1~3","4~8","less1",1,1,0,0,1,"0","50 Below","Night",NA
"C66159","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Female","below21","Single",0,"Some college - no degree","Student","$100000 or More","","never","1~3","4~8","4~8","1~3",1,0,0,1,0,"1","50 Below","Morning",NA
"C66238","Work","Alone","Snowy",30,"7AM","Restaurant(20-50)","1d","Female","31","Unmarried partner",1,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","4~8","4~8","gt8","4~8",1,1,1,0,1,"0","50 Below","Morning",NA
"C66514","Home","Alone","Snowy",30,"10PM","Restaurant(<20)","2h","Male","31","Single",0,"Some college - no degree","Office & Administrative Support","$12500 - $24999","","4~8","never","gt8","4~8","never",1,1,1,0,1,"0","50 Below","Night",NA
"C66695","Home","Alone","Rainy",55,"10PM","Coffee House","2h","Male","36","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$62500 - $74999","","4~8","1~3","gt8","gt8","1~3",1,0,0,1,0,"0","50 Below","Night",NA
"C66768","No Urgent Place","Kid(s)","Sunny",80,"10AM","Bar","2h","Male","26","Married partner",1,"Some college - no degree","Computer & Mathematical","$50000 - $62499","","never","1~3","1~3","less1","1~3",1,1,0,0,1,"0","50 Below","Morning",NA
"C67027","No Urgent Place","Partner","Rainy",55,"10AM","Carry out & Take away","2h","Male","26","Unmarried partner",0,"Bachelors degree","Sales & Related","$75000 - $87499","","never","never","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"C67832","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","1d","Male","26","Married partner",0,"Bachelors degree","Computer & Mathematical","$100000 or More","","4~8","Unknown","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"C67950","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","1d","Male","41","Married partner",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$37500 - $49999","","less1","less1","gt8","gt8","4~8",1,0,0,0,1,"1","50 Below","Afternoon",NA
"C68368","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","2h","Male","26","Single",0,"Some college - no degree","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8",1,1,0,0,1,"1","50 Below","Evening",NA
"C69017","Home","Alone","Rainy",55,"6PM","Bar","1d","Male","21","Unmarried partner",0,"Some college - no degree","Student","Less than $12500","","less1","1~3","4~8","4~8","1~3",1,1,1,0,1,"0","50 Below","Evening",NA
"C69683","No Urgent Place","Kid(s)","Rainy",55,"6PM","Carry out & Take away","2h","Female","41","Married partner",1,"Associates degree","Education&Training&Library","$62500 - $74999","","never","less1","less1","less1","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"C70067","Home","Alone","Snowy",30,"10PM","Coffee House","2h","Male","21","Single",0,"Some college - no degree","Student","$100000 or More","","less1","1~3","1~3","less1","less1",1,1,0,0,1,"0","50 Below","Night",NA
"C70285","No Urgent Place","Partner","Sunny",30,"10AM","Restaurant(20-50)","1d","Female","below21","Unmarried partner",0,"High School Graduate","Student","Less than $12500","","never","4~8","1~3","4~8","less1",1,0,0,0,1,"0","50 Below","Morning",NA
"C70634","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","21","Unmarried partner",0,"Bachelors degree","Business & Financial","$75000 - $87499","","1~3","less1","4~8","1~3","1~3",1,1,0,1,0,"0","50 Below","Morning",NA
"C71320","No Urgent Place","Kid(s)","Sunny",55,"2PM","Coffee House","2h","Female","50plus","Married partner",1,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$100000 or More","","4~8","gt8","4~8","4~8","4~8",1,1,0,0,1,"1","50 Above","Afternoon",NA
"C71365","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Female","21","Single",0,"Some college - no degree","Student","Less than $12500","","gt8","gt8","1~3","less1","never",1,0,0,0,1,"1","50 Below","Evening",NA
"C71373","Work","Alone","Sunny",55,"7AM","Restaurant(<20)","1d","Female","31","Married partner",1,"Graduate degree (Masters or Doctorate)","Unemployed","$62500 - $74999","","never","less1","1~3","less1","less1",1,0,0,0,1,"1","50 Below","Morning",NA
"X71447","Work","Alone","Sunny",55,"7AM","Restaurant(<20)","1d","Male","46","Unmarried partner",1,"Bachelors degree","Business & Financial","$62500 - $74999","","never","less1","4~8","1~3","never",1,0,0,0,1,"1","50 Below","Morning",NA
"C71673","Work","Alone","Snowy",30,"7AM","Restaurant(20-50)","1d","Male","26","Single",0,"Bachelors degree","Unemployed","$62500 - $74999","","4~8","never","4~8","1~3","less1",1,1,1,0,1,"0","50 Below","Morning",NA
"C71726","No Urgent Place","Friend(s)","Sunny",55,"2PM","Coffee House","1d","Male","26","Single",0,"Graduate degree (Masters or Doctorate)","Management","$25000 - $37499","","4~8","gt8","gt8","4~8","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"C72284","No Urgent Place","Kid(s)","Sunny",80,"10AM","Restaurant(<20)","2h","Female","50plus","Married partner",1,"Bachelors degree","Life Physical Social Science","$50000 - $62499","","less1","never","4~8","less1","less1",1,1,0,0,1,"1","50 Above","Morning",NA
"C72334","No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Male","50plus","Married partner",1,"Some college - no degree","Computer & Mathematical","$50000 - $62499","","never","gt8","never","4~8","less1",1,1,0,0,1,"1","50 Above","Morning",NA
"C73900","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Female","26","Unmarried partner",0,"Graduate degree (Masters or Doctorate)","Education&Training&Library","$37500 - $49999","","never","1~3","1~3","1~3","less1",1,1,1,0,1,"1","50 Below","Morning",NA
"C74020","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Male","21","Single",0,"High School Graduate","Student","$50000 - $62499","","never","1~3","gt8","4~8","never",1,1,0,0,1,"1","50 Below","Morning",NA
"C74032","Home","Alone","Snowy",30,"6PM","Coffee House","1d","Male","21","Single",0,"Bachelors degree","Unemployed","$50000 - $62499","","less1","1~3","1~3","less1","less1",1,1,0,0,1,"0","50 Below","Evening",NA
"C74268","Work","Alone","Sunny",30,"7AM","Bar","1d","Male","26","Single",0,"Some college - no degree","Unemployed","$87500 - $99999","","never","1~3","4~8","less1","never",1,1,0,1,0,"0","50 Below","Morning",NA
"C74624","Work","Alone","Sunny",55,"7AM","Coffee House","2h","Male","41","Married partner",1,"Some college - no degree","Computer & Mathematical","$50000 - $62499","","1~3","less1","1~3","1~3","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"C75322","No Urgent Place","Alone","Sunny",55,"2PM","Restaurant(<20)","1d","Male","26","Single",0,"Associates degree","Office & Administrative Support","$37500 - $49999","","4~8","less1","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"C77565","Home","Partner","Sunny",30,"10PM","Restaurant(<20)","2h","Female","36","Married partner",0,"Bachelors degree","Unemployed","$100000 or More","","less1","never","1~3","less1","less1",1,1,0,1,0,"0","50 Below","Night",NA
"C78745","No Urgent Place","Kid(s)","Sunny",55,"2PM","Coffee House","1d","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Business & Financial","$75000 - $87499","","less1","1~3","gt8","4~8","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"C79181","Work","Alone","Sunny",55,"7AM","Coffee House","2h","Male","31","Single",0,"Bachelors degree","Unemployed","Less than $12500","","less1","1~3","gt8","1~3","never",1,1,1,0,1,"0","50 Below","Morning",NA
"C79377","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Female","31","Married partner",1,"Bachelors degree","Sales & Related","$12500 - $24999","","less1","1~3","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"C79382","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","26","Single",0,"Bachelors degree","Computer & Mathematical","$50000 - $62499","","never","1~3","1~3","less1","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"C79435","No Urgent Place","Partner","Sunny",80,"2PM","Restaurant(20-50)","1d","Female","below21","Unmarried partner",0,"Some college - no degree","Student","$100000 or More","","less1","1~3","less1","1~3","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"C79674","Work","Alone","Sunny",80,"7AM","Coffee House","2h","Male","21","Single",0,"Some college - no degree","Student","$100000 or More","","less1","1~3","1~3","1~3","less1",1,1,0,1,0,"0","50 Below","Morning",NA
"C80220","No Urgent Place","Friend(s)","Sunny",80,"6PM","Restaurant(<20)","2h","Male","36","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$25000 - $37499","","less1","never","4~8","gt8","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"C81242","Work","Alone","Sunny",80,"7AM","Coffee House","1d","Female","50plus","Married partner",1,"Bachelors degree","Unemployed","$87500 - $99999","","never","4~8","1~3","4~8","1~3",1,0,0,1,0,"1","50 Above","Morning",NA
"C81656","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Female","50plus","Married partner",1,"Associates degree","Legal","$100000 or More","","less1","never","gt8","4~8","1~3",1,0,0,0,1,"0","50 Above","Evening",NA
